ruta,carpeta,archivo,variedad,clase,hoja_id,estado,px_grad_sesion,n_marcas,px_grad,nitidez,ancho_cinta_px,largo_hoja_px,ancho_hoja_px,largo_anchos_cinta,ancho_anchos_cinta,largo_grad,ancho_grad,ancho_trabajo,alto_trabajo
Connecticut/CAPA_CONNECTICUT/20260817_190205475_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190205475_iOS.jpg,connecticut,capa,hoja_0199,dudosa,156.0,29,61.5,0.116,81.0,1393,1244,,,8.93,7.97,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190208757_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190208757_iOS Copiar.jpg,connecticut,capa,hoja_0199,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190230051_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190230051_iOS.jpg,connecticut,capa,hoja_0200,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190248074_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190248074_iOS.jpg,connecticut,capa,hoja_0201,ok,156.0,25,102.0,0.156,82.0,1449,1496,,,9.29,9.59,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190253729_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190253729_iOS Copiar.jpg,connecticut,capa,hoja_0201,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190253729_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190253729_iOS.jpg,connecticut,capa,hoja_0201,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190334750_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190334750_iOS.jpg,connecticut,capa,hoja_0202,ok,156.0,38,178.5,0.16,87.0,1409,1290,,,9.03,8.27,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190352771_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190352771_iOS.jpg,connecticut,capa,hoja_0203,ok,156.0,28,115.0,0.172,78.0,1438,1468,,,9.22,9.41,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190357268_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190357268_iOS Copiar.jpg,connecticut,capa,hoja_0203,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190430614_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190430614_iOS.jpg,connecticut,capa,hoja_0204,ok,156.0,31,57.0,0.283,86.0,1396,1242,,,8.95,7.96,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190434218_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190434218_iOS Copiar.jpg,connecticut,capa,hoja_0204,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190457451_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190457451_iOS.jpg,connecticut,capa,hoja_0205,ok,156.0,26,137.0,0.173,79.0,1439,1436,,,9.22,9.21,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190502453_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190502453_iOS Copiar.jpg,connecticut,capa,hoja_0205,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190502453_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190502453_iOS.jpg,connecticut,capa,hoja_0205,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190523469_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190523469_iOS.jpg,connecticut,capa,hoja_0206,ok,156.0,38,153.5,0.159,82.0,1433,1428,,,9.19,9.15,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190552969_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190552969_iOS.jpg,connecticut,capa,hoja_0207,ok,156.0,34,67.0,0.172,78.0,1452,1563,,,9.31,10.02,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190613770_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190613770_iOS.jpg,connecticut,capa,hoja_0208,ok,156.0,33,176.5,0.182,87.0,1374,1130,,,8.81,7.24,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190633972_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190633972_iOS.jpg,connecticut,capa,hoja_0209,dudosa,156.0,31,129.0,0.132,78.0,1443,1494,,,9.25,9.58,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190656223_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190656223_iOS.jpg,connecticut,capa,hoja_0210,ok,156.0,30,55.0,0.164,79.5,1439,1607,,,9.22,10.3,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190719393_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190719393_iOS.jpg,connecticut,capa,hoja_0211,ok,156.0,26,72.5,0.358,80.0,1447,1413,,,9.28,9.06,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190741954_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190741954_iOS.jpg,connecticut,capa,hoja_0212,ok,156.0,25,52.5,0.209,78.0,1482,1643,,,9.5,10.53,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190754956_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190754956_iOS Copiar.jpg,connecticut,capa,hoja_0213,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190754956_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190754956_iOS.jpg,connecticut,capa,hoja_0213,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190815027_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190815027_iOS.jpg,connecticut,capa,hoja_0214,ok,156.0,23,50.0,0.171,81.0,1475,1739,,,9.46,11.15,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190838085_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190838085_iOS.jpg,connecticut,capa,hoja_0215,ok,156.0,30,133.0,0.217,91.0,1413,1409,,,9.06,9.03,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_190908919_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_190908919_iOS.jpg,connecticut,capa,hoja_0216,sin_cinta,156.0,0,,,,,,,,,,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_191116597_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191116597_iOS.jpg,connecticut,capa,hoja_0217,ok,156.0,41,190.5,0.165,91.0,1809,539,,,11.6,3.46,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_191119510_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191119510_iOS Copiar.jpg,connecticut,capa,hoja_0217,ok,156.0,10,69.0,0.295,53.0,1867,1171,,,11.97,7.51,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_191156597_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191156597_iOS.jpg,connecticut,capa,hoja_0218,ok,156.0,23,70.5,0.2,89.0,1821,611,,,11.67,3.92,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_191159657_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191159657_iOS.jpg,connecticut,capa,hoja_0218,ok,156.0,18,59.0,0.313,24.0,1900,1057,,,12.18,6.78,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_191225201_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191225201_iOS.jpg,connecticut,capa,hoja_0219,ok,156.0,25,65.5,0.21,79.0,1838,665,,,11.78,4.26,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_191302294_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191302294_iOS.jpg,connecticut,capa,hoja_0220,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191305536_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191305536_iOS Copiar.jpg,connecticut,capa,hoja_0220,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191335715_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191335715_iOS.jpg,connecticut,capa,hoja_0221,ok,156.0,30,57.0,0.213,79.0,1359,1296,,,8.71,8.31,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191340470_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191340470_iOS Copiar.jpg,connecticut,capa,hoja_0221,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191423088_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191423088_iOS.jpg,connecticut,capa,hoja_0222,dudosa,156.0,35,128.5,0.136,73.0,1434,1398,,,9.19,8.96,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191456072_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191456072_iOS.jpg,connecticut,capa,hoja_0223,ok,156.0,32,136.0,0.229,84.0,1398,1265,,,8.96,8.11,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191500666_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191500666_iOS Copiar.jpg,connecticut,capa,hoja_0223,ok,156.0,23,50.0,0.258,31.0,1662,1699,,,10.65,10.89,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191529341_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191529341_iOS.jpg,connecticut,capa,hoja_0224,dudosa,156.0,35,92.0,0.139,89.0,1405,1258,,,9.01,8.06,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191533359_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191533359_iOS Copiar.jpg,connecticut,capa,hoja_0224,dudosa,156.0,4,189.5,0.383,71.0,1575,1759,,,10.1,11.28,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191553088_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191553088_iOS.jpg,connecticut,capa,hoja_0225,ok,156.0,31,51.0,0.182,93.0,1417,1459,,,9.08,9.35,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191556357_iOS Copiar.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191556357_iOS Copiar.jpg,connecticut,capa,hoja_0225,ok,156.0,12,71.5,0.271,57.0,1419,1728,,,9.1,11.08,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191644554_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191644554_iOS.jpg,connecticut,capa,hoja_0226,dudosa,156.0,35,75.0,0.134,84.0,1438,1610,,,9.22,10.32,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191716701_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191716701_iOS.jpg,connecticut,capa,hoja_0227,ok,156.0,32,139.5,0.227,87.0,1413,1313,,,9.06,8.42,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191721069_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191721069_iOS.jpg,connecticut,capa,hoja_0227,ok,156.0,8,153.5,0.267,140.0,1389,1753,,,8.9,11.24,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191754962_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191754962_iOS.jpg,connecticut,capa,hoja_0228,ok,156.0,27,81.0,0.23,86.0,1445,1399,,,9.26,8.97,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191808787_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191808787_iOS.jpg,connecticut,capa,hoja_0229,dudosa,156.0,3,,0.0,71.0,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191827409_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191827409_iOS.jpg,connecticut,capa,hoja_0230,ok,156.0,18,83.0,0.206,85.0,1465,1715,,,9.39,10.99,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191830592_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191830592_iOS.jpg,connecticut,capa,hoja_0230,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191853511_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191853511_iOS.jpg,connecticut,capa,hoja_0231,ok,156.0,28,72.5,0.179,86.0,1432,1444,,,9.18,9.26,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191910653_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191910653_iOS.jpg,connecticut,capa,hoja_0232,ok,156.0,23,74.5,0.194,79.0,1460,1651,,,9.36,10.58,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191927131_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191927131_iOS.jpg,connecticut,capa,hoja_0233,ok,156.0,27,88.0,0.23,92.0,1487,1751,,,9.53,11.22,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191935066_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191935066_iOS.jpg,connecticut,capa,hoja_0233,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_191951368_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_191951368_iOS.jpg,connecticut,capa,hoja_0234,dudosa,156.0,26,52.0,0.144,85.0,1456,1629,,,9.33,10.44,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192029546_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192029546_iOS.jpg,connecticut,capa,hoja_0235,ok,156.0,28,79.0,0.281,79.0,1439,1614,,,9.22,10.35,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192110536_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192110536_iOS.jpg,connecticut,capa,hoja_0236,dudosa,156.0,40,112.0,0.117,98.0,1348,1071,,,8.64,6.87,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192218012_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192218012_iOS.jpg,connecticut,capa,hoja_0237,ok,156.0,26,62.5,0.159,91.0,1433,1350,,,9.19,8.65,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192304997_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192304997_iOS.jpg,connecticut,capa,hoja_0238,ok,156.0,32,63.0,0.219,99.0,1440,1662,,,9.23,10.65,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192340917_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192340917_iOS.jpg,connecticut,capa,hoja_0239,ok,156.0,23,77.5,0.182,89.0,1463,1457,,,9.38,9.34,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192344255_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192344255_iOS.jpg,connecticut,capa,hoja_0239,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192411218_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192411218_iOS.jpg,connecticut,capa,hoja_0240,ok,156.0,41,70.0,0.154,93.0,1400,1337,,,8.97,8.57,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192414955_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192414955_iOS.jpg,connecticut,capa,hoja_0240,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192444307_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192444307_iOS.jpg,connecticut,capa,hoja_0241,ok,156.0,19,79.0,0.231,85.0,1520,1711,,,9.74,10.97,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192513295_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192513295_iOS.jpg,connecticut,capa,hoja_0242,dudosa,156.0,22,74.5,0.116,80.0,1481,1723,,,9.49,11.04,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192547164_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192547164_iOS.jpg,connecticut,capa,hoja_0243,ok,156.0,30,71.0,0.228,92.0,1418,1344,,,9.09,8.62,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192616300_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192616300_iOS.jpg,connecticut,capa,hoja_0244,ok,156.0,29,67.5,0.221,89.0,1423,1283,,,9.12,8.22,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192644766_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192644766_iOS.jpg,connecticut,capa,hoja_0245,ok,156.0,26,139.0,0.177,83.0,1423,1372,,,9.12,8.79,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192648733_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192648733_iOS.jpg,connecticut,capa,hoja_0245,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192714064_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192714064_iOS.jpg,connecticut,capa,hoja_0246,dudosa,156.0,40,91.5,0.143,100.0,1817,635,,,11.65,4.07,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_192814136_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192814136_iOS.jpg,connecticut,capa,hoja_0247,ok,156.0,24,63.5,0.16,84.0,1449,1822,,,9.29,11.68,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192818745_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192818745_iOS.jpg,connecticut,capa,hoja_0247,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192858160_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192858160_iOS.jpg,connecticut,capa,hoja_0248,ok,156.0,24,159.5,0.188,87.0,1496,1727,,,9.59,11.07,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192902307_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192902307_iOS.jpg,connecticut,capa,hoja_0248,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192934171_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192934171_iOS.jpg,connecticut,capa,hoja_0249,ok,156.0,34,61.0,0.193,92.5,1450,1655,,,9.29,10.61,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_192937261_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_192937261_iOS.jpg,connecticut,capa,hoja_0249,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193044812_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193044812_iOS.jpg,connecticut,capa,hoja_0250,ok,156.0,29,83.0,0.171,94.0,1421,1459,,,9.11,9.35,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193115937_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193115937_iOS.jpg,connecticut,capa,hoja_0251,ok,156.0,18,57.0,0.249,105.0,1421,1638,,,9.11,10.5,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193120293_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193120293_iOS.jpg,connecticut,capa,hoja_0251,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193159140_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193159140_iOS.jpg,connecticut,capa,hoja_0252,dudosa,156.0,31,146.0,0.139,89.0,1439,1576,,,9.22,10.1,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193234441_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193234441_iOS.jpg,connecticut,capa,hoja_0253,ok,156.0,25,59.5,0.224,87.5,1453,1458,,,9.31,9.35,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193355796_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193355796_iOS.jpg,connecticut,capa,hoja_0254,ok,156.0,29,68.5,0.171,84.0,1434,1542,,,9.19,9.88,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193501862_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193501862_iOS.jpg,connecticut,capa,hoja_0255,ok,156.0,36,50.0,0.218,84.0,1822,539,,,11.68,3.46,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_193659450_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193659450_iOS.jpg,connecticut,capa,hoja_0256,dudosa,156.0,21,122.0,0.148,94.0,1810,474,,,11.6,3.04,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_193738282_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193738282_iOS.jpg,connecticut,capa,hoja_0257,ok,156.0,26,78.0,0.193,93.0,1828,640,,,11.72,4.1,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_193826824_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193826824_iOS.jpg,connecticut,capa,hoja_0258,dudosa,156.0,31,174.5,0.131,86.0,1428,1542,,,9.15,9.88,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193902094_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193902094_iOS.jpg,connecticut,capa,hoja_0259,ok,156.0,36,82.0,0.208,100.0,1422,1483,,,9.12,9.51,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_193933916_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_193933916_iOS.jpg,connecticut,capa,hoja_0260,ok,156.0,26,72.0,0.257,82.0,1449,1510,,,9.29,9.68,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194000553_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194000553_iOS.jpg,connecticut,capa,hoja_0261,ok,156.0,29,70.0,0.151,85.0,1413,1413,,,9.06,9.06,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194003402_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194003402_iOS.jpg,connecticut,capa,hoja_0261,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194029704_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194029704_iOS.jpg,connecticut,capa,hoja_0262,ok,156.0,19,54.0,0.22,98.0,1465,1675,,,9.39,10.74,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194108896_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194108896_iOS.jpg,connecticut,capa,hoja_0263,ok,156.0,25,197.0,0.203,92.0,1833,692,,,11.75,4.44,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_194219405_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194219405_iOS.jpg,connecticut,capa,hoja_0264,dudosa,156.0,21,164.0,0.139,92.0,1842,801,,,11.81,5.13,1800,1350
Connecticut/CAPA_CONNECTICUT/20260817_194354870_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194354870_iOS.jpg,connecticut,capa,hoja_0265,dudosa,156.0,37,105.5,0.132,91.0,1423,1391,,,9.12,8.92,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194413512_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194413512_iOS.jpg,connecticut,capa,hoja_0266,ok,156.0,24,50.5,0.25,87.0,1469,1577,,,9.42,10.11,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194416214_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194416214_iOS.jpg,connecticut,capa,hoja_0266,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194503064_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194503064_iOS.jpg,connecticut,capa,hoja_0267,ok,156.0,37,95.0,0.195,97.0,1442,1473,,,9.24,9.44,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194505605_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194505605_iOS.jpg,connecticut,capa,hoja_0267,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194524405_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194524405_iOS.jpg,connecticut,capa,hoja_0268,ok,156.0,26,57.0,0.178,93.0,1484,1745,,,9.51,11.19,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194548643_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194548643_iOS.jpg,connecticut,capa,hoja_0269,ok,156.0,26,176.0,0.208,93.0,1438,1593,,,9.22,10.21,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194610562_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194610562_iOS.jpg,connecticut,capa,hoja_0270,ok,156.0,30,91.5,0.155,97.0,1419,1435,,,9.1,9.2,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194615856_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194615856_iOS.jpg,connecticut,capa,hoja_0270,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194658699_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194658699_iOS.jpg,connecticut,capa,hoja_0271,ok,156.0,21,82.0,0.194,90.0,1453,1553,,,9.31,9.96,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194701331_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194701331_iOS.jpg,connecticut,capa,hoja_0271,dudosa,156.0,2,,0.0,78.0,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194720211_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194720211_iOS.jpg,connecticut,capa,hoja_0272,ok,156.0,22,50.0,0.202,89.0,1451,1466,,,9.3,9.4,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194746859_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194746859_iOS.jpg,connecticut,capa,hoja_0273,ok,156.0,22,169.0,0.202,88.0,1458,1746,,,9.35,11.19,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194818421_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194818421_iOS.jpg,connecticut,capa,hoja_0274,ok,156.0,28,76.0,0.152,94.0,1442,1427,,,9.24,9.15,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194836756_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194836756_iOS.jpg,connecticut,capa,hoja_0275,ok,156.0,21,80.5,0.158,89.0,1461,1634,,,9.37,10.47,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194840110_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194840110_iOS.jpg,connecticut,capa,hoja_0275,sin_cinta,156.0,0,,,,,,,,,,1350,1800
Connecticut/CAPA_CONNECTICUT/20260817_194853982_iOS.jpg,Connecticut/CAPA_CONNECTICUT,20260817_194853982_iOS.jpg,connecticut,capa,hoja_0276,ok,156.0,30,107.5,0.158,104.0,1454,1200,,,9.32,7.69,1350,1800
