ruta,variedad,clase,largo_pulg,punta_0.25,punta_0.5,punta_1,punta_1.5,punta_2,punta_3,base_0.25,base_0.5,base_1,base_1.5,base_2,base_3
Connecticut/CAPA_CONNECTICUT/20260817_184944834_iOS.jpg,connecticut,capa,14.829203373930435,1.682101013845411,2.4006392262105285,3.454955513107366,4.195914486358906,5.004135742269714,6.125180630848326,1.52622476065981,1.794740381425825,2.5122086652394002,3.2755883993773627,4.038433254792773,5.361800212284615
Connecticut/CAPA_CONNECTICUT/20260817_185027220_iOS.jpg,connecticut,capa,13.678379600233589,1.7975302718836688,2.1603607874492123,2.9869397107897138,4.043058261789125,4.785578067960411,6.064587050470814,1.4828239550878264,1.7784549840565387,2.4930344778915936,3.2781378852910015,3.8124102066303127,5.2772667880716
Connecticut/CAPA_CONNECTICUT/20260817_185058494_iOS.jpg,connecticut,capa,13.285455747663836,2.220411275995189,2.7586433425031864,3.5441755426341093,4.2165588202147655,4.754791228935637,5.988240042637135,1.5025646758490596,1.7046052746731661,1.973721479033602,2.511953716648036,3.1178717253537016,4.620029167882328
Connecticut/CAPA_CONNECTICUT/20260817_185148238_iOS.jpg,connecticut,capa,15.552257774077871,1.6147526646482535,2.377354720029338,3.162384038341457,4.081815923082418,4.597959859617826,5.651714404081477,1.4577628507696352,1.682114017934635,2.1982577833636054,2.22068504629464,2.5791188108509986,3.655700665095757
Connecticut/CAPA_CONNECTICUT/20260817_185213930_iOS.jpg,connecticut,capa,14.34934265367576,1.5578187087486532,2.437047938334531,3.5862444556992634,4.19550622639985,4.690854228776077,5.458617025408252,1.3547313662952392,1.5578187087486532,1.9615457160719512,2.484082189099542,3.028911777611437,4.106333080036888
Connecticut/CAPA_CONNECTICUT/20260817_185310152_iOS.jpg,connecticut,capa,15.23897762846122,2.0876593733655997,2.5376639987888012,3.659006099248755,4.399403501173546,4.847573352271113,6.015567109502596,1.6609804907749441,1.9298824698760595,2.5143380848498182,2.984916206063896,3.614188874589986,5.365720945185629
Connecticut/CAPA_CONNECTICUT/20260817_185358706_iOS.jpg,connecticut,capa,17.81698852680501,2.3431928065316434,3.0863350979213062,4.39402220372496,5.429527904452949,6.306617790255054,7.344266770214871,2.0040369198240087,2.211388491351029,2.523933220526268,2.9300629044401236,3.6710612321722103,5.409346584616037
Connecticut/CAPA_CONNECTICUT/20260817_185424090_iOS.jpg,connecticut,capa,14.476519963203353,1.9961516507740682,2.48999117880032,3.319755077362061,3.8801731467247014,4.463250499347161,5.383417799555023,1.570056754453429,1.9512995204021193,2.6240811337684766,3.207391533358344,3.7005312360566243,4.597806548250134
Connecticut/CAPA_CONNECTICUT/20260817_185456063_iOS.jpg,connecticut,capa,12.812798189037474,2.1586885642388776,2.5011418430969634,3.330122758602274,3.8925954740622952,4.326251050521588,5.427064998396513,1.7562640191152181,2.0486789314911285,2.6335084140300755,3.3766116931520664,4.589209818634494,5.874203762103772
Connecticut/CAPA_CONNECTICUT/20260817_185521483_iOS.jpg,connecticut,capa,12.335142198879286,1.9574309484712011,2.499499221300257,3.579730775849573,4.434588117846128,4.978609399548893,5.742145867183291,1.4455159075301272,1.7806471997293936,2.546136334024627,3.2649886978083646,4.030477832103598,5.470135226331909
Connecticut/CAPA_CONNECTICUT/20260817_185600183_iOS.jpg,connecticut,capa,13.040738111038957,1.8188198481140467,2.4482518167331304,3.5480466546683482,4.356664535300485,5.098087549209596,6.107149434500728,1.3473162121813875,1.4828460278182196,2.020404277176693,2.5602430331295936,3.3677206604645176,4.673660769544799
Connecticut/CAPA_CONNECTICUT/20260817_185647989_iOS.jpg,connecticut,capa,14.88105049533626,1.9781811972116605,2.3600876850300825,3.347656035217746,4.1592648563713865,4.990204256156396,6.092695047115458,1.7081524822218668,1.8886790131700453,2.5167164643263,3.1015252429863507,3.7758358634751423,4.830531151130282
Connecticut/CAPA_CONNECTICUT/20260817_185702418_iOS.jpg,connecticut,capa,17.059490007431684,1.6371883117947088,2.2652199453321,3.072565820710413,3.655639408991255,4.328491175996847,5.2928970188930125,1.502624905314939,1.5700446058963908,1.9063151247542482,2.242723555400454,2.825831707181602,3.790306677078379
Connecticut/CAPA_CONNECTICUT/20260817_185722241_iOS.jpg,connecticut,capa,16.479476281812374,1.8402410051945985,2.5367528570109403,3.7943933832234356,4.78126892344705,5.547813442246668,6.9585620617044395,1.8859929843195555,2.4237777786008246,3.1193531648866064,3.6141957188474727,4.085693879374142,5.656106021897547
Connecticut/CAPA_CONNECTICUT/20260817_185746052_iOS.jpg,connecticut,capa,15.371707564711738,2.5582801000825293,3.0081517758040595,3.6813406224908505,4.443371353478268,5.1165602001650585,5.946637907932545,1.4592506212407146,1.590489429646525,1.7282023923150427,2.4013915812147077,3.0745804279014988,4.264069602407258
Connecticut/CAPA_CONNECTICUT/20260817_185831912_iOS.jpg,connecticut,capa,14.63424608751854,1.6843876802715765,2.1402804204102224,3.123894329728752,3.9772808407915052,4.718738418200921,5.758025228977204,1.4605294707520255,1.7291593906180613,2.4482311128542342,3.0343509090357816,3.6862650657522273,4.876801753866262
Connecticut/CAPA_CONNECTICUT/20260817_185856408_iOS.jpg,connecticut,capa,15.156295806841316,2.0876547534917966,2.6956405834905035,3.7944481372833256,4.692651530791974,5.3423570456175975,6.3760117169084225,1.6385530567374724,1.9328877833382838,2.424738541245461,3.008262310562463,3.794447795070451,5.163128185888818
Connecticut/CAPA_CONNECTICUT/20260817_185928179_iOS Copiar.jpg,connecticut,capa,13.37359088915991,1.8188032507896426,2.7406097506654676,3.571629912688815,4.469834332836086,5.278459742151458,6.378216936670501,1.5476519064656622,1.751619334878593,2.223116126553766,2.741817077686047,3.281705796718598,4.4486469071486905
Connecticut/CAPA_CONNECTICUT/20260817_190014809_iOS.jpg,connecticut,capa,13.511215905868596,1.7496078076033759,2.3998170597799895,3.364163357636025,3.9474207142303737,4.351757202682824,5.450006949490515,1.234286893030693,1.5025864063665786,2.310110403545972,2.825923420231918,3.745580823257052,4.844323356603755
