ruta,carpeta,archivo,variedad,clase,hoja_id,pulg_por_px,n_verde,n_blanca,n_negra,area_verde_pulg2,area_blanca_pulg2,area_negra_pulg2,frac_verde,frac_blanca,frac_negra,verde_izq_pulg2,verde_der_pulg2,blanca_izq_pulg2,blanca_der_pulg2,negra_izq_pulg2,negra_der_pulg2,mancha_izq_pulg2,mancha_der_pulg2,asimetria_mancha,mayor_mancha_pulg2,mayor_mancha_tipo,mayor_mancha_zona
Connecticut/1-2_BANDA/20260824_180050810_iOS.heic,Connecticut/1-2_BANDA,20260824_180050810_iOS.heic,connecticut,media_banda,hoja_0000,0.020325,35,0,0,3.7083,0.0,0.0,0.0323,0.0,0.0,0.6469,1.7523,0.0,0.0,0.0,0.0,0.6469,1.7523,-0.4607,0.4189,verde,vena
Connecticut/1-2_BANDA/20260824_180108494_iOS.heic,Connecticut/1-2_BANDA,20260824_180108494_iOS.heic,connecticut,media_banda,hoja_0001,0.020325,24,0,0,2.7714,0.0,0.0,0.02803,0.0,0.0,1.141,1.5156,0.0,0.0,0.0,0.0,1.141,1.5156,-0.141,0.5011,verde,util_der
Connecticut/1-2_BANDA/20260824_180119388_iOS.heic,Connecticut/1-2_BANDA,20260824_180119388_iOS.heic,connecticut,media_banda,hoja_0002,0.020325,13,1,0,1.2599,0.0446,0.0,0.01569,0.00056,0.0,0.3164,0.5428,0.0,0.0,0.0,0.0,0.3164,0.5428,-0.2635,0.3115,verde,util_der
Connecticut/1-2_BANDA/20260824_180137304_iOS.heic,Connecticut/1-2_BANDA,20260824_180137304_iOS.heic,connecticut,media_banda,hoja_0003,0.020325,25,0,0,14.8714,0.0,0.0,0.14201,0.0,0.0,10.286,4.5469,0.0,0.0,0.0,0.0,10.286,4.5469,0.3869,8.8584,verde,util_izq
Connecticut/1-2_BANDA/20260824_180156902_iOS.heic,Connecticut/1-2_BANDA,20260824_180156902_iOS.heic,connecticut,media_banda,hoja_0004,0.020325,45,0,0,7.2667,0.0,0.0,0.0568,0.0,0.0,2.2906,3.0424,0.0,0.0,0.0,0.0,2.2906,3.0424,-0.141,1.2525,verde,util_izq
Connecticut/1-2_BANDA/20260824_180240572_iOS.heic,Connecticut/1-2_BANDA,20260824_180240572_iOS.heic,connecticut,media_banda,hoja_0005,0.020325,32,0,0,5.4632,0.0,0.0,0.06377,0.0,0.0,3.665,1.3066,0.0,0.0,0.0,0.0,3.665,1.3066,0.4744,1.7015,verde,util_izq
Connecticut/1-2_BANDA/20260824_180257585_iOS.heic,Connecticut/1-2_BANDA,20260824_180257585_iOS.heic,connecticut,media_banda,hoja_0006,0.020325,24,0,0,17.0798,0.0,0.0,0.13315,0.0,0.0,9.3289,7.7509,0.0,0.0,0.0,0.0,9.3289,7.7509,0.0924,6.4162,verde,util_der
Connecticut/1-2_BANDA/20260824_180314640_iOS.heic,Connecticut/1-2_BANDA,20260824_180314640_iOS.heic,connecticut,media_banda,hoja_0007,0.020325,35,0,0,5.0534,0.0,0.0,0.04764,0.0,0.0,1.7982,1.1302,0.0,0.0,0.0,0.0,1.7982,1.1302,0.2281,1.728,verde,vena
Connecticut/1-2_BANDA/20260824_180335975_iOS.heic,Connecticut/1-2_BANDA,20260824_180335975_iOS.heic,connecticut,media_banda,hoja_0008,0.020325,17,1,0,6.6264,0.0405,0.0,0.05525,0.00034,0.0,4.5416,0.7113,0.0,0.0405,0.0,0.0,4.5416,0.7518,0.7159,3.9545,verde,util_izq
Connecticut/1-2_BANDA/20260824_180407188_iOS.heic,Connecticut/1-2_BANDA,20260824_180407188_iOS.heic,connecticut,media_banda,hoja_0009,0.020325,26,0,0,24.1722,0.0,0.0,0.21695,0.0,0.0,2.2216,21.4705,0.0,0.0,0.0,0.0,2.2216,21.4705,-0.8125,20.0144,verde,util_der
Connecticut/1-2_BANDA/20260824_180416335_iOS.heic,Connecticut/1-2_BANDA,20260824_180416335_iOS.heic,connecticut,media_banda,hoja_0009,0.020325,24,0,0,5.2426,0.0,0.0,0.06006,0.0,0.0,1.7916,2.9813,0.0,0.0,0.0,0.0,1.7916,2.9813,-0.2493,0.7481,verde,util_der
Connecticut/1-2_BANDA/20260824_180428617_iOS.heic,Connecticut/1-2_BANDA,20260824_180428617_iOS.heic,connecticut,media_banda,hoja_0010,0.020325,16,0,0,1.1269,0.0,0.0,0.01164,0.0,0.0,0.0644,0.6866,0.0,0.0,0.0,0.0,0.0644,0.6866,-0.8284,0.2053,verde,punta
Connecticut/1-2_BANDA/20260824_180445515_iOS.heic,Connecticut/1-2_BANDA,20260824_180445515_iOS.heic,connecticut,media_banda,hoja_0011,0.020325,24,0,0,3.4564,0.0,0.0,0.03688,0.0,0.0,0.3528,1.3008,0.0,0.0,0.0,0.0,0.3528,1.3008,-0.5733,1.16,verde,base
Connecticut/1-2_BANDA/20260824_180503869_iOS.heic,Connecticut/1-2_BANDA,20260824_180503869_iOS.heic,connecticut,media_banda,hoja_0012,0.020325,17,0,0,5.9027,0.0,0.0,0.07148,0.0,0.0,0.0252,4.3234,0.0,0.0,0.0,0.0,0.0252,4.3234,-0.9884,4.0277,verde,util_der
Connecticut/1-2_BANDA/20260824_180520623_iOS.heic,Connecticut/1-2_BANDA,20260824_180520623_iOS.heic,connecticut,media_banda,hoja_0013,0.020325,23,0,0,6.5141,0.0,0.0,0.06704,0.0,0.0,0.9832,5.0674,0.0,0.0,0.0,0.0,0.9832,5.0674,-0.675,3.8823,verde,util_der
Connecticut/1-2_BANDA/20260824_180533425_iOS.heic,Connecticut/1-2_BANDA,20260824_180533425_iOS.heic,connecticut,media_banda,hoja_0014,0.020325,25,0,0,3.5456,0.0,0.0,0.04339,0.0,0.0,2.4992,0.5655,0.0,0.0,0.0,0.0,2.4992,0.5655,0.6309,0.8332,verde,util_izq
Connecticut/1-2_BANDA/20260824_180551649_iOS.heic,Connecticut/1-2_BANDA,20260824_180551649_iOS.heic,connecticut,media_banda,hoja_0015,0.020325,19,0,0,1.2364,0.0,0.0,0.01055,0.0,0.0,0.2078,0.8287,0.0,0.0,0.0,0.0,0.2078,0.8287,-0.599,0.2929,verde,util_der
Connecticut/1-2_BANDA/20260824_180608637_iOS.heic,Connecticut/1-2_BANDA,20260824_180608637_iOS.heic,connecticut,media_banda,hoja_0016,0.020325,6,0,0,0.6229,0.0,0.0,0.00729,0.0,0.0,0.0814,0.1334,0.0,0.0,0.0,0.0,0.0814,0.1334,-0.2423,0.3028,verde,base
Connecticut/1-2_BANDA/20260824_180633451_iOS.heic,Connecticut/1-2_BANDA,20260824_180633451_iOS.heic,connecticut,media_banda,hoja_0017,0.020325,30,0,0,9.8184,0.0,0.0,0.0937,0.0,0.0,1.9684,3.4948,0.0,0.0,0.0,0.0,1.9684,3.4948,-0.2794,1.6073,verde,vena
Connecticut/1-2_BANDA/20260824_180655421_iOS.heic,Connecticut/1-2_BANDA,20260824_180655421_iOS.heic,connecticut,media_banda,hoja_0018,0.020325,23,0,0,4.8654,0.0,0.0,0.05849,0.0,0.0,0.3007,1.022,0.0,0.0,0.0,0.0,0.3007,1.022,-0.5453,1.0232,verde,vena
Connecticut/1-2_BANDA/20260824_180714211_iOS.heic,Connecticut/1-2_BANDA,20260824_180714211_iOS.heic,connecticut,media_banda,hoja_0019,0.020325,17,0,0,2.3592,0.0,0.0,0.02577,0.0,0.0,0.5531,0.6622,0.0,0.0,0.0,0.0,0.5531,0.6622,-0.0897,0.3053,verde,util_der
Connecticut/1-2_BANDA/20260824_180735332_iOS.heic,Connecticut/1-2_BANDA,20260824_180735332_iOS.heic,connecticut,media_banda,hoja_0020,0.020325,27,0,0,6.2381,0.0,0.0,0.0682,0.0,0.0,0.0,4.209,0.0,0.0,0.0,0.0,0.0,4.209,-1.0,2.7785,verde,util_der
Connecticut/1-2_BANDA/20260824_180747669_iOS.heic,Connecticut/1-2_BANDA,20260824_180747669_iOS.heic,connecticut,media_banda,hoja_0021,0.020325,17,0,0,1.5677,0.0,0.0,0.0147,0.0,0.0,0.0756,1.1996,0.0,0.0,0.0,0.0,0.0756,1.1996,-0.8814,0.2363,verde,util_der
Connecticut/1-2_BANDA/20260824_180806012_iOS.heic,Connecticut/1-2_BANDA,20260824_180806012_iOS.heic,connecticut,media_banda,hoja_0022,0.020325,13,0,0,5.7788,0.0,0.0,0.05454,0.0,0.0,0.1165,0.2627,0.0,0.0,0.0,0.0,0.1165,0.2627,-0.3856,3.2254,verde,base
Connecticut/1-2_BANDA/20260824_180824338_iOS.heic,Connecticut/1-2_BANDA,20260824_180824338_iOS.heic,connecticut,media_banda,hoja_0023,0.020325,2,0,0,0.1896,0.0,0.0,0.0018,0.0,0.0,0.1545,0.0,0.0,0.0,0.0,0.0,0.1545,0.0,1.0,0.1545,verde,util_izq
Connecticut/1-2_BANDA/20260824_180845941_iOS.heic,Connecticut/1-2_BANDA,20260824_180845941_iOS.heic,connecticut,media_banda,hoja_0024,0.020325,16,0,0,1.3438,0.0,0.0,0.01085,0.0,0.0,0.152,0.7572,0.0,0.0,0.0,0.0,0.152,0.7572,-0.6656,0.373,verde,util_der
Connecticut/1-2_BANDA/20260824_180847812_iOS.heic,Connecticut/1-2_BANDA,20260824_180847812_iOS.heic,connecticut,media_banda,hoja_0024,0.020325,23,0,0,1.6069,0.0,0.0,0.00598,0.0,0.0,1.0208,0.3895,0.0,0.0,0.0,0.0,1.0208,0.3895,0.4476,0.3193,verde,util_izq
Connecticut/1-2_BANDA/20260824_180859415_iOS.heic,Connecticut/1-2_BANDA,20260824_180859415_iOS.heic,connecticut,media_banda,hoja_0025,0.020325,16,0,0,3.7067,0.0,0.0,0.03185,0.0,0.0,0.0554,2.4199,0.0,0.0,0.0,0.0,0.0554,2.4199,-0.9553,2.0246,verde,util_der
Connecticut/1-2_BANDA/20260824_180915149_iOS.heic,Connecticut/1-2_BANDA,20260824_180915149_iOS.heic,connecticut,media_banda,hoja_0026,0.020325,9,0,0,1.0067,0.0,0.0,0.01197,0.0,0.0,0.233,0.342,0.0,0.0,0.0,0.0,0.233,0.342,-0.1897,0.3375,verde,punta
Connecticut/1-2_BANDA/20260824_180938904_iOS.heic,Connecticut/1-2_BANDA,20260824_180938904_iOS.heic,connecticut,media_banda,hoja_0027,0.020325,17,0,0,2.3208,0.0,0.0,0.0207,0.0,0.0,0.6948,0.5684,0.0,0.0,0.0,0.0,0.6948,0.5684,0.1001,0.4255,verde,util_izq
Connecticut/1-2_BANDA/20260824_180957873_iOS.heic,Connecticut/1-2_BANDA,20260824_180957873_iOS.heic,connecticut,media_banda,hoja_0028,0.020325,31,0,0,9.4991,0.0,0.0,0.10297,0.0,0.0,2.2993,1.768,0.0,0.0,0.0,0.0,2.2993,1.768,0.1306,3.489,verde,vena
Connecticut/1-2_BANDA/20260824_181015122_iOS.heic,Connecticut/1-2_BANDA,20260824_181015122_iOS.heic,connecticut,media_banda,hoja_0029,0.020325,21,0,0,4.6238,0.0,0.0,0.04529,0.0,0.0,0.3548,0.8861,0.0,0.0,0.0,0.0,0.3548,0.8861,-0.4281,2.3278,verde,vena
Connecticut/1-2_BANDA/20260824_181034284_iOS.heic,Connecticut/1-2_BANDA,20260824_181034284_iOS.heic,connecticut,media_banda,hoja_0030,0.020325,40,0,0,12.8906,0.0,0.0,0.10672,0.0,0.0,0.3429,5.0364,0.0,0.0,0.0,0.0,0.3429,5.0364,-0.8725,5.6734,verde,vena
Connecticut/1-2_BANDA/20260824_181137770_iOS.heic,Connecticut/1-2_BANDA,20260824_181137770_iOS.heic,connecticut,media_banda,hoja_0031,0.020325,23,0,0,13.0153,0.0,0.0,0.12489,0.0,0.0,0.7188,2.2856,0.0,0.0,0.0,0.0,0.7188,2.2856,-0.5215,8.753,verde,vena
Connecticut/1-2_BANDA/20260824_181157290_iOS.heic,Connecticut/1-2_BANDA,20260824_181157290_iOS.heic,connecticut,media_banda,hoja_0032,0.020325,17,0,0,1.8597,0.0,0.0,0.01714,0.0,0.0,0.0673,0.2607,0.0,0.0,0.0,0.0,0.0673,0.2607,-0.5894,0.4788,verde,vena
Connecticut/1-2_BANDA/20260824_181218203_iOS.heic,Connecticut/1-2_BANDA,20260824_181218203_iOS.heic,connecticut,media_banda,hoja_0033,0.020325,19,0,0,1.4008,0.0,0.0,0.01237,0.0,0.0,0.858,0.3358,0.0,0.0,0.0,0.0,0.858,0.3358,0.4374,0.4829,verde,util_izq
Connecticut/1-2_BANDA/20260824_181241109_iOS.heic,Connecticut/1-2_BANDA,20260824_181241109_iOS.heic,connecticut,media_banda,hoja_0034,0.020325,33,0,0,4.7018,0.0,0.0,0.05982,0.0,0.0,1.2686,2.1749,0.0,0.0,0.0,0.0,1.2686,2.1749,-0.2632,0.7403,verde,util_der
Connecticut/1-2_BANDA/20260824_181258341_iOS.heic,Connecticut/1-2_BANDA,20260824_181258341_iOS.heic,connecticut,media_banda,hoja_0035,0.020325,25,0,0,4.5527,0.0,0.0,0.04545,0.0,0.0,1.6652,2.6298,0.0,0.0,0.0,0.0,1.6652,2.6298,-0.2246,0.9968,verde,util_der
Connecticut/1-2_BANDA/20260824_181319084_iOS.heic,Connecticut/1-2_BANDA,20260824_181319084_iOS.heic,connecticut,media_banda,hoja_0036,0.020325,24,1,0,2.1526,0.0326,0.0,0.01657,0.00025,0.0,0.6766,0.4358,0.0,0.0,0.0,0.0,0.6766,0.4358,0.2165,0.3598,verde,base
Connecticut/1-2_BANDA/20260824_181339358_iOS.heic,Connecticut/1-2_BANDA,20260824_181339358_iOS.heic,connecticut,media_banda,hoja_0037,0.020325,17,0,0,5.3905,0.0,0.0,0.05956,0.0,0.0,0.4932,4.6337,0.0,0.0,0.0,0.0,0.4932,4.6337,-0.8076,2.6492,verde,util_der
Connecticut/1-2_BANDA/20260824_181400019_iOS.heic,Connecticut/1-2_BANDA,20260824_181400019_iOS.heic,connecticut,media_banda,hoja_0038,0.020325,20,0,0,6.258,0.0,0.0,0.06445,0.0,0.0,3.8042,2.2006,0.0,0.0,0.0,0.0,3.8042,2.2006,0.2671,1.8292,verde,util_izq
Connecticut/1-2_BANDA/20260824_181420553_iOS.heic,Connecticut/1-2_BANDA,20260824_181420553_iOS.heic,connecticut,media_banda,hoja_0039,0.020325,9,0,0,1.364,0.0,0.0,0.01548,0.0,0.0,0.069,0.6225,0.0,0.0,0.0,0.0,0.069,0.6225,-0.8005,0.4052,verde,util_der
Connecticut/1-2_BANDA/20260824_181435398_iOS.heic,Connecticut/1-2_BANDA,20260824_181435398_iOS.heic,connecticut,media_banda,hoja_0040,0.020325,13,0,0,1.2285,0.0,0.0,0.01375,0.0,0.0,0.5263,0.4511,0.0,0.0,0.0,0.0,0.5263,0.4511,0.0769,0.5263,verde,util_izq
Connecticut/1-2_BANDA/20260824_181448154_iOS.heic,Connecticut/1-2_BANDA,20260824_181448154_iOS.heic,connecticut,media_banda,hoja_0041,0.020325,22,0,0,11.1341,0.0,0.0,0.18001,0.0,0.0,9.2814,1.0736,0.0,0.0,0.0,0.0,9.2814,1.0736,0.7926,8.6808,verde,util_izq
Connecticut/1-2_BANDA/20260824_181459677_iOS.heic,Connecticut/1-2_BANDA,20260824_181459677_iOS.heic,connecticut,media_banda,hoja_0042,0.020325,12,0,0,0.7692,0.0,0.0,0.0078,0.0,0.0,0.0,0.5143,0.0,0.0,0.0,0.0,0.0,0.5143,-1.0,0.1661,verde,util_der
Connecticut/1-2_BANDA/20260824_181517343_iOS.heic,Connecticut/1-2_BANDA,20260824_181517343_iOS.heic,connecticut,media_banda,hoja_0043,0.020325,11,0,0,1.431,0.0,0.0,0.01266,0.0,0.0,0.2784,0.2355,0.0,0.0,0.0,0.0,0.2784,0.2355,0.0836,0.3648,verde,vena
Connecticut/1-2_BANDA/20260824_181537890_iOS.heic,Connecticut/1-2_BANDA,20260824_181537890_iOS.heic,connecticut,media_banda,hoja_0044,0.020325,9,0,0,0.9654,0.0,0.0,0.00745,0.0,0.0,0.1136,0.8518,0.0,0.0,0.0,0.0,0.1136,0.8518,-0.7647,0.2644,verde,util_der
Connecticut/1-2_BANDA/20260824_181557641_iOS.heic,Connecticut/1-2_BANDA,20260824_181557641_iOS.heic,connecticut,media_banda,hoja_0045,0.020325,7,0,0,0.5333,0.0,0.0,0.00574,0.0,0.0,0.1004,0.3639,0.0,0.0,0.0,0.0,0.1004,0.3639,-0.5676,0.1698,verde,util_der
Connecticut/1-2_BANDA/20260824_181616185_iOS.heic,Connecticut/1-2_BANDA,20260824_181616185_iOS.heic,connecticut,media_banda,hoja_0046,0.020325,12,0,0,0.8501,0.0,0.0,0.00826,0.0,0.0,0.0814,0.4152,0.0,0.0,0.0,0.0,0.0814,0.4152,-0.6722,0.1884,verde,util_der
Connecticut/1-2_BANDA/20260824_181642220_iOS.heic,Connecticut/1-2_BANDA,20260824_181642220_iOS.heic,connecticut,media_banda,hoja_0047,0.020325,24,0,0,6.0481,0.0,0.0,0.08164,0.0,0.0,0.0,5.4838,0.0,0.0,0.0,0.0,0.0,5.4838,-1.0,4.1941,verde,util_der
Connecticut/1-2_BANDA/20260824_181706869_iOS.heic,Connecticut/1-2_BANDA,20260824_181706869_iOS.heic,connecticut,media_banda,hoja_0048,0.020325,15,0,0,1.6177,0.0,0.0,0.0145,0.0,0.0,0.3445,1.0398,0.0,0.0,0.0,0.0,0.3445,1.0398,-0.5022,0.39,verde,util_der
Connecticut/1-2_BANDA/20260824_181736069_iOS.heic,Connecticut/1-2_BANDA,20260824_181736069_iOS.heic,connecticut,media_banda,hoja_0049,0.020325,17,0,0,1.9023,0.0,0.0,0.02145,0.0,0.0,0.0,1.6743,0.0,0.0,0.0,0.0,0.0,1.6743,-1.0,0.2553,verde,util_der
Connecticut/1-2_BANDA/20260824_181751497_iOS.heic,Connecticut/1-2_BANDA,20260824_181751497_iOS.heic,connecticut,media_banda,hoja_0050,0.020325,21,0,0,2.9433,0.0,0.0,0.02627,0.0,0.0,0.1739,1.982,0.0,0.0,0.0,0.0,0.1739,1.982,-0.8387,0.7874,verde,base
Connecticut/1-2_BANDA/20260824_181814885_iOS.heic,Connecticut/1-2_BANDA,20260824_181814885_iOS.heic,connecticut,media_banda,hoja_0051,0.020325,30,0,0,12.3267,0.0,0.0,0.11062,0.0,0.0,0.4024,11.4084,0.0,0.0,0.0,0.0,0.4024,11.4084,-0.9319,6.6607,verde,util_der
Connecticut/1-2_BANDA/20260824_181838700_iOS.heic,Connecticut/1-2_BANDA,20260824_181838700_iOS.heic,connecticut,media_banda,hoja_0052,0.020325,35,0,0,7.9777,0.0,0.0,0.05837,0.0,0.0,6.1919,1.7577,0.0,0.0,0.0,0.0,6.1919,1.7577,0.5578,1.6313,verde,util_izq
Connecticut/1-2_BANDA/20260824_181931566_iOS.heic,Connecticut/1-2_BANDA,20260824_181931566_iOS.heic,connecticut,media_banda,hoja_0053,0.020325,13,1,0,1.5293,0.031,0.0,0.01188,0.00024,0.0,0.1421,1.3533,0.031,0.0,0.0,0.0,0.1731,1.3533,-0.7732,0.4705,verde,util_der
Connecticut/1-2_BANDA/20260824_181956780_iOS.heic,Connecticut/1-2_BANDA,20260824_181956780_iOS.heic,connecticut,media_banda,hoja_0054,0.020325,23,0,0,5.9225,0.0,0.0,0.06839,0.0,0.0,0.3995,2.0217,0.0,0.0,0.0,0.0,0.3995,2.0217,-0.67,2.3699,verde,vena
Connecticut/1-2_BANDA/20260824_182017884_iOS.heic,Connecticut/1-2_BANDA,20260824_182017884_iOS.heic,connecticut,media_banda,hoja_0055,0.020325,14,0,0,4.0128,0.0,0.0,0.04114,0.0,0.0,0.6506,3.0664,0.0,0.0,0.0,0.0,0.6506,3.0664,-0.6499,1.6102,verde,util_der
Connecticut/1-2_BANDA/20260824_182038777_iOS.heic,Connecticut/1-2_BANDA,20260824_182038777_iOS.heic,connecticut,media_banda,hoja_0056,0.020325,29,0,0,2.5699,0.0,0.0,0.0219,0.0,0.0,0.3891,1.0703,0.0,0.0,0.0,0.0,0.3891,1.0703,-0.4667,0.3259,verde,vena
Connecticut/1-2_BANDA/20260824_182100913_iOS.heic,Connecticut/1-2_BANDA,20260824_182100913_iOS.heic,connecticut,media_banda,hoja_0057,0.020325,13,0,0,2.9144,0.0,0.0,0.02731,0.0,0.0,1.5297,0.373,0.0,0.0,0.0,0.0,1.5297,0.373,0.6079,0.7754,verde,util_izq
Connecticut/1-2_BANDA/20260824_193857982_iOS.heic,Connecticut/1-2_BANDA,20260824_193857982_iOS.heic,connecticut,media_banda,hoja_0058,0.020325,8,0,0,0.5279,0.0,0.0,0.00475,0.0,0.0,0.0,0.4081,0.0,0.0,0.0,0.0,0.0,0.4081,-1.0,0.1086,verde,util_der
Connecticut/BANDA_CNT/20260824_170213745_iOS.heic,Connecticut/BANDA_CNT,20260824_170213745_iOS.heic,connecticut,banda,hoja_0059,0.020115,13,0,0,1.6998,0.0,0.0,0.01303,0.0,0.0,1.5424,0.106,0.0,0.0,0.0,0.0,1.5424,0.106,0.8714,0.8898,verde,util_izq
Connecticut/BANDA_CNT/20260824_170217116_iOS.heic,Connecticut/BANDA_CNT,20260824_170217116_iOS.heic,connecticut,banda,hoja_0059,0.020115,1,0,0,0.0445,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445,verde,vena
Connecticut/BANDA_CNT/20260824_170220169_iOS.heic,Connecticut/BANDA_CNT,20260824_170220169_iOS.heic,connecticut,banda,hoja_0059,0.020115,5,1,0,0.2242,0.1198,0.0,0.00109,0.00058,0.0,0.0684,0.1113,0.0,0.0,0.0,0.0,0.0684,0.1113,-0.2387,0.1198,blanca,base
Connecticut/BANDA_CNT/20260824_170257245_iOS.heic,Connecticut/BANDA_CNT,20260824_170257245_iOS.heic,connecticut,banda,hoja_0060,0.020115,14,0,0,1.1503,0.0,0.0,0.0122,0.0,0.0,0.0619,0.3605,0.0,0.0,0.0,0.0,0.0619,0.3605,-0.7069,0.5163,verde,base
Connecticut/BANDA_CNT/20260824_170346969_iOS.heic,Connecticut/BANDA_CNT,20260824_170346969_iOS.heic,connecticut,banda,hoja_0061,0.020115,7,0,0,0.7194,0.0,0.0,0.00684,0.0,0.0,0.4091,0.0749,0.0,0.0,0.0,0.0,0.4091,0.0749,0.6906,0.3824,verde,util_izq
Connecticut/BANDA_CNT/20260824_170401365_iOS.heic,Connecticut/BANDA_CNT,20260824_170401365_iOS.heic,connecticut,banda,hoja_0062,0.020115,46,0,0,9.227,0.0,0.0,0.0511,0.0,0.0,1.6537,2.0599,0.0,0.0,0.0,0.0,1.6537,2.0599,-0.1094,2.1926,verde,punta
Connecticut/BANDA_CNT/20260824_170437788_iOS.heic,Connecticut/BANDA_CNT,20260824_170437788_iOS.heic,connecticut,banda,hoja_0063,0.020115,20,0,0,5.0691,0.0,0.0,0.04159,0.0,0.0,0.0,2.6333,0.0,0.0,0.0,0.0,0.0,2.6333,-1.0,1.2887,verde,base
Connecticut/BANDA_CNT/20260824_170812555_iOS.heic,Connecticut/BANDA_CNT,20260824_170812555_iOS.heic,connecticut,banda,hoja_0064,0.020115,7,0,0,0.6717,0.0,0.0,0.0066,0.0,0.0,0.0,0.5402,0.0,0.0,0.0,0.0,0.0,0.5402,-1.0,0.2072,verde,util_der
Connecticut/BANDA_CNT/20260824_170854039_iOS.heic,Connecticut/BANDA_CNT,20260824_170854039_iOS.heic,connecticut,banda,hoja_0065,0.020115,20,0,0,2.7356,0.0,0.0,0.02047,0.0,0.0,0.0736,1.8337,0.0,0.0,0.0,0.0,0.0736,1.8337,-0.9228,0.7077,verde,util_der
Connecticut/BANDA_CNT/20260824_170901999_iOS.heic,Connecticut/BANDA_CNT,20260824_170901999_iOS.heic,connecticut,banda,hoja_0065,0.020115,19,1,0,2.8534,0.0781,0.0,0.01255,0.00034,0.0,0.5216,2.1696,0.0,0.0781,0.0,0.0,0.5216,2.2477,-0.6233,0.6842,verde,util_der
Connecticut/BANDA_CNT/20260824_170934123_iOS.heic,Connecticut/BANDA_CNT,20260824_170934123_iOS.heic,connecticut,banda,hoja_0066,0.020115,16,0,0,1.4271,0.0,0.0,0.0121,0.0,0.0,0.1368,1.0213,0.0,0.0,0.0,0.0,0.1368,1.0213,-0.7638,0.4548,verde,util_der
Connecticut/BANDA_CNT/20260824_170937904_iOS.heic,Connecticut/BANDA_CNT,20260824_170937904_iOS.heic,connecticut,banda,hoja_0066,0.020115,6,0,0,0.2889,0.0,0.0,0.00184,0.0,0.0,0.0332,0.1869,0.0,0.0,0.0,0.0,0.0332,0.1869,-0.6985,0.1048,verde,util_der
Connecticut/BANDA_CNT/20260824_171047756_iOS.heic,Connecticut/BANDA_CNT,20260824_171047756_iOS.heic,connecticut,banda,hoja_0067,0.020115,16,0,0,1.9624,0.0,0.0,0.01616,0.0,0.0,0.1752,1.2236,0.0,0.0,0.0,0.0,0.1752,1.2236,-0.7495,0.3201,verde,punta
Connecticut/BANDA_CNT/20260824_171051845_iOS.heic,Connecticut/BANDA_CNT,20260824_171051845_iOS.heic,connecticut,banda,hoja_0067,0.020115,17,2,0,4.1559,0.0967,0.0,0.01969,0.00046,0.0,0.1768,3.979,0.0,0.0967,0.0,0.0,0.1768,4.0757,-0.9168,1.2256,verde,util_der
Connecticut/BANDA_CNT/20260824_171128385_iOS.heic,Connecticut/BANDA_CNT,20260824_171128385_iOS.heic,connecticut,banda,hoja_0068,0.020115,15,0,0,1.3162,0.0,0.0,0.01089,0.0,0.0,0.1926,0.7117,0.0,0.0,0.0,0.0,0.1926,0.7117,-0.574,0.2707,verde,util_der
Connecticut/BANDA_CNT/20260824_171131273_iOS.heic,Connecticut/BANDA_CNT,20260824_171131273_iOS.heic,connecticut,banda,hoja_0068,0.020115,8,0,0,0.984,0.0,0.0,0.00406,0.0,0.0,0.14,0.4342,0.0,0.0,0.0,0.0,0.14,0.4342,-0.5123,0.3706,verde,base
Connecticut/BANDA_CNT/20260824_171203077_iOS.heic,Connecticut/BANDA_CNT,20260824_171203077_iOS.heic,connecticut,banda,hoja_0069,0.020115,4,0,0,0.1716,0.0,0.0,0.00159,0.0,0.0,0.1165,0.055,0.0,0.0,0.0,0.0,0.1165,0.055,0.3585,0.0805,verde,util_izq
Connecticut/BANDA_CNT/20260824_171828033_iOS.heic,Connecticut/BANDA_CNT,20260824_171828033_iOS.heic,connecticut,banda,hoja_0070,0.020115,26,0,0,3.5267,0.0,0.0,0.03636,0.0,0.0,1.5052,1.8422,0.0,0.0,0.0,0.0,1.5052,1.8422,-0.1007,0.9371,verde,util_der
Connecticut/BANDA_CNT/20260824_171833444_iOS.heic,Connecticut/BANDA_CNT,20260824_171833444_iOS.heic,connecticut,banda,hoja_0070,0.020115,27,0,0,3.0164,0.0,0.0,0.01236,0.0,0.0,1.1872,1.5554,0.0,0.0,0.0,0.0,1.1872,1.5554,-0.1343,0.4985,verde,util_der
Connecticut/BANDA_CNT/20260824_171920002_iOS.heic,Connecticut/BANDA_CNT,20260824_171920002_iOS.heic,connecticut,banda,hoja_0071,0.020115,11,0,0,1.7637,0.0,0.0,0.01727,0.0,0.0,0.1339,1.5566,0.0,0.0,0.0,0.0,0.1339,1.5566,-0.8416,0.9853,verde,util_der
Connecticut/BANDA_CNT/20260824_171923397_iOS.heic,Connecticut/BANDA_CNT,20260824_171923397_iOS.heic,connecticut,banda,hoja_0071,0.020115,31,0,0,5.3183,0.0,0.0,0.0252,0.0,0.0,0.0332,4.7527,0.0,0.0,0.0,0.0,0.0332,4.7527,-0.9861,0.8898,verde,util_der
